Date,first,second,third,fourth,fifth,sixth,Day_Name,Month,Day,Week,week_cos,week_sin,month_cos,month_sin,day_cos,day_sin
2013-08-31,2,5,20,28,35,41,Saturday,8,31,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,1.0,-2.4492935982947064e-16
2013-08-29,9,17,29,34,36,42,Thursday,8,29,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.9189578116202306,-0.3943558551133187
2013-08-27,2,16,18,35,38,39,Tuesday,8,27,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.6889669190756865,-0.72479278722912
2013-08-24,1,22,25,29,38,40,Saturday,8,24,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,0.15142777750457667,-0.9884683243281114
2013-08-22,1,6,8,10,18,42,Thursday,8,22,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.2506525322587213,-0.9680771188662041
2013-08-20,13,15,16,30,35,42,Tuesday,8,20,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.6121059825476627,-0.7907757369376986
2013-08-17,8,11,25,32,35,37,Saturday,8,17,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.9541392564000488,-0.2993631229733582
2013-08-15,8,11,13,30,37,40,Thursday,8,15,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.994869323391895,0.10116832198743272
2013-08-13,8,15,18,19,30,40,Tuesday,8,13,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.8743466161445821,0.48530196253108104
2013-08-10,11,19,30,35,39,40,Saturday,8,10,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.4403941515576344,0.8978045395707416
2013-08-08,7,8,20,24,29,40,Thursday,8,8,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.05064916883871264,0.9987165071710528
2013-08-06,4,7,13,29,38,41,Tuesday,8,6,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,0.3473052528448203,0.9377521321470804
2013-08-03,6,14,35,37,40,41,Saturday,8,3,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.8207634412072763,0.5712682150947923
2013-08-01,5,10,11,22,27,42,Thursday,8,1,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.9795299412524945,0.20129852008866006
2013-07-30,10,14,20,27,30,35,Tuesday,7,30,31,-0.9009688679024187,0.4338837391175591,-0.8660254037844388,-0.4999999999999997,0.9795299412524943,-0.20129852008866114
2013-07-27,16,29,30,36,39,41,Saturday,7,27,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.6889669190756865,-0.72479278722912
2013-07-25,4,7,19,21,22,25,Thursday,7,25,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,-0.9377521321470804
2013-07-23,6,12,13,31,32,42,Tuesday,7,23,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,-0.05064916883871355,-0.9987165071710528
2013-07-20,2,3,8,9,36,38,Saturday,7,20,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.6121059825476627,-0.7907757369376986
2013-07-18,5,10,27,29,34,35,Thursday,7,18,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.8743466161445822,-0.4853019625310808
2013-07-16,1,3,24,27,29,42,Tuesday,7,16,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.9948693233918952,-0.10116832198743204
2013-07-13,7,12,23,26,34,38,Saturday,7,13,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.8743466161445821,0.48530196253108104
2013-07-11,8,14,15,16,27,37,Thursday,7,11,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.6121059825476626,0.7907757369376989
2013-07-09,7,11,15,21,29,39,Tuesday,7,9,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.2506525322587204,0.9680771188662043
2013-07-06,13,20,23,25,27,28,Saturday,7,6,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,0.9377521321470804
2013-07-04,8,13,14,20,37,39,Thursday,7,4,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.6889669190756866,0.72479278722912
2013-07-02,7,8,10,16,25,27,Tuesday,7,2,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.9189578116202306,0.39435585511331855
2013-06-29,8,26,28,35,38,39,Saturday,6,29,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.9189578116202306,-0.3943558551133187
2013-06-27,8,22,27,32,35,38,Thursday,6,27,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.6889669190756865,-0.72479278722912
2013-06-25,7,11,26,32,33,36,Tuesday,6,25,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.3473052528448203,-0.9377521321470804
2013-06-22,1,4,7,14,17,35,Saturday,6,22,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.2506525322587213,-0.9680771188662041
2013-06-20,13,19,23,27,32,37,Thursday,6,20,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.6121059825476627,-0.7907757369376986
2013-06-18,19,24,28,32,35,36,Tuesday,6,18,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.8743466161445822,-0.4853019625310808
2013-06-15,6,21,23,33,34,38,Saturday,6,15,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.994869323391895,0.10116832198743272
2013-06-13,9,14,18,22,30,33,Thursday,6,13,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.8743466161445821,0.48530196253108104
2013-06-11,4,19,20,28,30,39,Tuesday,6,11,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.6121059825476626,0.7907757369376989
2013-06-08,7,21,22,27,30,33,Saturday,6,8,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.05064916883871264,0.9987165071710528
2013-06-06,5,10,13,19,22,25,Thursday,6,6,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.3473052528448203,0.9377521321470804
2013-06-04,4,11,15,31,33,34,Tuesday,6,4,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.6889669190756866,0.72479278722912
2013-06-01,9,14,22,27,28,34,Saturday,6,1,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.9795299412524945,0.20129852008866006
2013-05-30,4,8,13,30,31,32,Thursday,5,30,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.9795299412524943,-0.20129852008866114
2013-05-28,3,4,5,10,16,21,Tuesday,5,28,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.8207634412072763,-0.5712682150947924
2013-05-25,4,16,20,24,27,32,Saturday,5,25,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.3473052528448203,-0.9377521321470804
2013-05-23,16,18,26,27,29,34,Thursday,5,23,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.05064916883871355,-0.9987165071710528
2013-05-21,4,11,22,31,34,35,Tuesday,5,21,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.44039415155763423,-0.8978045395707417
2013-05-18,7,28,29,30,38,42,Saturday,5,18,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.8743466161445822,-0.4853019625310808
2013-05-16,3,7,11,13,22,24,Thursday,5,16,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.9948693233918952,-0.10116832198743204
2013-05-14,3,4,9,35,40,41,Tuesday,5,14,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.9541392564000488,0.29936312297335804
2013-05-11,1,9,14,20,31,34,Saturday,5,11,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.6121059825476626,0.7907757369376989
2013-05-09,2,7,10,22,24,37,Thursday,5,9,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.2506525322587204,0.9680771188662043
2013-05-07,1,4,10,15,35,38,Tuesday,5,7,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,0.1514277775045767,0.9884683243281114
2013-05-04,8,16,21,25,29,32,Saturday,5,4,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.6889669190756866,0.72479278722912
2013-05-02,2,5,12,16,18,28,Thursday,5,2,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.9189578116202306,0.39435585511331855
2013-04-30,3,20,26,33,36,37,Tuesday,4,30,18,-0.9009688679024194,-0.43388373911755757,-0.4999999999999998,0.8660254037844387,0.9795299412524943,-0.20129852008866114
2013-04-27,3,6,14,19,39,40,Saturday,4,27,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.6889669190756865,-0.72479278722912
2013-04-25,2,5,16,20,26,32,Thursday,4,25,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.3473052528448203,-0.9377521321470804
2013-04-23,13,14,30,33,37,39,Tuesday,4,23,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,-0.05064916883871355,-0.9987165071710528
2013-04-20,12,15,19,25,31,33,Saturday,4,20,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.6121059825476627,-0.7907757369376986
2013-04-18,8,16,18,24,31,33,Thursday,4,18,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.8743466161445822,-0.4853019625310808
2013-04-16,7,12,17,23,26,28,Tuesday,4,16,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.9948693233918952,-0.10116832198743204
2013-04-13,3,11,18,22,24,39,Saturday,4,13,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.8743466161445821,0.48530196253108104
2013-04-11,6,7,17,19,22,24,Thursday,4,11,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.6121059825476626,0.7907757369376989
2013-04-09,5,24,27,29,30,31,Tuesday,4,9,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.2506525322587204,0.9680771188662043
2013-04-06,1,7,22,24,30,41,Saturday,4,6,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.3473052528448203,0.9377521321470804
2013-04-04,4,6,27,31,39,40,Thursday,4,4,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.6889669190756866,0.72479278722912
2013-04-02,1,5,8,23,24,37,Tuesday,4,2,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.9189578116202306,0.39435585511331855
2013-03-26,3,20,31,32,38,41,Tuesday,3,26,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.5289640103269624,-0.8486442574947509
2013-03-23,1,7,15,22,29,35,Saturday,3,23,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.05064916883871355,-0.9987165071710528
2013-03-21,16,21,25,29,30,35,Thursday,3,21,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.44039415155763423,-0.8978045395707417
2013-03-19,2,7,11,14,31,33,Tuesday,3,19,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.7587581226927911,-0.651372482722222
2013-03-16,4,14,17,29,30,38,Saturday,3,16,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.9948693233918952,-0.10116832198743204
2013-03-14,6,7,15,17,32,40,Thursday,3,14,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.9541392564000488,0.29936312297335804
2013-03-12,2,21,26,31,34,42,Tuesday,3,12,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.758758122692791,0.6513724827222223
2013-03-09,12,16,20,32,35,36,Saturday,3,9,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,-0.2506525322587204,0.9680771188662043
2013-03-07,8,11,18,26,38,40,Thursday,3,7,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,0.1514277775045767,0.9884683243281114
2013-03-05,3,5,16,37,40,41,Tuesday,3,5,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,0.5289640103269624,0.8486442574947509
2013-03-02,2,5,7,16,20,40,Saturday,3,2,9,-0.2225209339563141,0.9749279121818237,6.123233995736766e-17,1.0,0.9189578116202306,0.39435585511331855
2013-02-28,13,14,20,25,30,35,Thursday,2,28,9,-0.2225209339563141,0.9749279121818237,0.5000000000000001,0.8660254037844386,0.8207634412072763,-0.5712682150947924
2013-02-26,5,16,17,22,24,26,Tuesday,2,26,9,-0.2225209339563141,0.9749279121818237,0.5000000000000001,0.8660254037844386,0.5289640103269624,-0.8486442574947509
2013-02-23,8,22,24,31,34,35,Saturday,2,23,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.05064916883871355,-0.9987165071710528
2013-02-21,2,9,10,20,30,33,Thursday,2,21,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.44039415155763423,-0.8978045395707417
2013-02-19,7,11,16,24,26,27,Tuesday,2,19,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.7587581226927911,-0.651372482722222
2013-02-16,1,6,8,12,28,37,Saturday,2,16,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.9948693233918952,-0.10116832198743204
2013-02-14,4,16,19,20,34,41,Thursday,2,14,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.9541392564000488,0.29936312297335804
2013-02-12,5,13,17,19,30,39,Tuesday,2,12,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.758758122692791,0.6513724827222223
2013-02-09,10,11,15,19,27,38,Saturday,2,9,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,-0.2506525322587204,0.9680771188662043
2013-02-07,2,9,17,19,22,42,Thursday,2,7,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.1514277775045767,0.9884683243281114
2013-02-05,11,15,19,28,33,42,Tuesday,2,5,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.5289640103269624,0.8486442574947509
2013-02-02,11,18,27,31,40,42,Saturday,2,2,5,-0.2225209339563146,-0.9749279121818236,0.5000000000000001,0.8660254037844386,0.9189578116202306,0.39435585511331855
2013-01-31,9,13,16,29,30,41,Thursday,1,31,5,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,1.0,-2.4492935982947064e-16
2013-01-29,14,23,30,35,36,41,Tuesday,1,29,5,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,0.9189578116202306,-0.3943558551133187
2013-01-26,12,14,28,34,36,42,Saturday,1,26,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,0.5289640103269624,-0.8486442574947509
2013-01-24,12,19,24,33,34,41,Thursday,1,24,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,0.15142777750457667,-0.9884683243281114
2013-01-22,8,16,17,21,27,34,Tuesday,1,22,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,-0.2506525322587213,-0.9680771188662041
2013-01-19,4,10,22,26,35,40,Saturday,1,19,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.7587581226927911,-0.651372482722222
2013-01-17,8,28,32,35,36,42,Thursday,1,17,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.9541392564000488,-0.2993631229733582
2013-01-15,1,5,9,10,18,22,Tuesday,1,15,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.994869323391895,0.10116832198743272
2013-01-12,5,14,27,30,34,41,Saturday,1,12,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.758758122692791,0.6513724827222223
2013-01-10,3,15,30,39,41,42,Thursday,1,10,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.4403941515576344,0.8978045395707416
2013-01-08,2,8,20,21,23,33,Tuesday,1,8,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.05064916883871264,0.9987165071710528
2013-01-05,15,19,23,28,31,33,Saturday,1,5,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.5289640103269624,0.8486442574947509
2013-01-03,8,21,23,27,37,39,Thursday,1,3,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.8207634412072763,0.5712682150947923
2012-12-29,4,13,14,16,26,33,Saturday,12,29,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.9189578116202306,-0.3943558551133187
2012-12-27,5,11,27,30,37,39,Thursday,12,27,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.6889669190756865,-0.72479278722912
2012-12-22,7,8,9,10,13,35,Saturday,12,22,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.2506525322587213,-0.9680771188662041
2012-12-20,1,12,18,37,40,42,Thursday,12,20,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.6121059825476627,-0.7907757369376986
2012-12-18,8,9,18,22,25,35,Tuesday,12,18,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.8743466161445822,-0.4853019625310808
2012-12-15,6,14,15,23,32,37,Saturday,12,15,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.994869323391895,0.10116832198743272
2012-12-13,6,8,16,21,23,24,Thursday,12,13,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.8743466161445821,0.48530196253108104
2012-12-11,8,12,18,21,37,40,Tuesday,12,11,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.6121059825476626,0.7907757369376989
2012-12-08,3,5,25,27,32,40,Saturday,12,8,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,-0.05064916883871264,0.9987165071710528
2012-12-06,6,16,17,21,34,40,Thursday,12,6,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.3473052528448203,0.9377521321470804
2012-12-04,3,4,21,39,40,42,Tuesday,12,4,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.6889669190756866,0.72479278722912
2012-12-01,14,15,17,29,32,42,Saturday,12,1,48,0.6234898018587323,-0.7818314824680308,1.0,-2.4492935982947064e-16,0.9795299412524945,0.20129852008866006
2012-11-29,9,12,20,23,31,35,Thursday,11,29,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.9189578116202306,-0.3943558551133187
2012-11-27,1,21,27,29,32,35,Tuesday,11,27,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.6889669190756865,-0.72479278722912
2012-11-24,12,16,33,35,37,39,Saturday,11,24,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,0.15142777750457667,-0.9884683243281114
2012-11-22,12,19,22,27,29,33,Thursday,11,22,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.2506525322587213,-0.9680771188662041
2012-11-20,7,12,25,29,35,39,Tuesday,11,20,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.6121059825476627,-0.7907757369376986
2012-11-17,4,7,10,19,24,28,Saturday,11,17,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,-0.2993631229733582
2012-11-15,6,8,11,20,30,38,Thursday,11,15,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.994869323391895,0.10116832198743272
2012-11-13,4,6,29,32,35,36,Tuesday,11,13,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.8743466161445821,0.48530196253108104
2012-11-10,7,9,18,33,35,36,Saturday,11,10,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.4403941515576344,0.8978045395707416
2012-11-08,2,4,20,22,24,32,Thursday,11,8,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.05064916883871264,0.9987165071710528
2012-11-06,7,13,16,25,34,42,Tuesday,11,6,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,0.3473052528448203,0.9377521321470804
2012-11-03,14,16,20,23,36,37,Saturday,11,3,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.8207634412072763,0.5712682150947923
